Informes Policiales de Accidentes de Tránsito (IPAT) ,Fecha del Accidente,Dirección,Latitud,Longitud,Barrio,Comuna,Corregimiento,Género,Hora,Gravedad,Clase de Accidente,Choque Con,Clase de Vehículo 1,Servicio,Hipótesis,Gravedad Conductor,Embriaguez,Grado,Clase de Vehículo 2,Servicio 2,Hipótesis 2,Gravedad Conductor 2,Embriaguez 2,Grado 2,Motocicleta,Mes
A001047783,2019-03-17T05:00:00Z,CARRERA 1 CON CALLE 3,"4.346700, -74.357734","4°20'48.1""N 74°21'27.8""W",EMILIO SIERRA,CENTRO,N/A,MASCULINO,1899-12-31T21:16:00Z,HERIDOS,CHOQUE,OBJETO,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,POSITIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,marzo
A001047784,2019-03-17T05:00:00Z,AV PANAMERICANA 22 39,"4.333350, -74.370033","4°20'00.1""N 74°22'12.1""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T17:15:00Z,HERIDOS,ATROPELLO,OTROS,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,POSITIVA,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,marzo
A0010477853,2019-03-18T05:00:00Z,KM 68 AV PANAMERICANA LA TABLA,"4.337048, -74.376524","4°20'13.4""N 74°22'35.5""W",Sin Informacion,OCCIDENTAL,N/A,MASCULINO,1899-12-31T09:10:00Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,132.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,143.0,HERIDO,SI,NEGATIVA,Sin Informacion,marzo
A001047786,2019-03-19T05:00:00Z,CARRERA 10 CON CALLE 10,"4.341045, -74.364555","4°20'27.8""N 74°21'52.4""W",POTOSI,CENTRO,N/A,MASCULINO,1899-12-31T08:24:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001047790,2019-03-19T05:00:00Z,AV LAS PLAMAS 20 55,"4.342131, -74.368625","4°20'31.7""N 74°22'07.1""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T16:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,137.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,137.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001047787,2019-03-23T05:00:00Z,VEREDA EL PLACER,"4.309127, -74.405339","4°18'32.9""N 74°24'19.2""W",VERED EL PLACER,Sin Informacion,OCCIDENTAL,MASCULINO,1899-12-31T10:50:00Z,HERIDOS,CHOQUE,OTROS,MOTOCICLETA,PARTICULAR,307.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,marzo
A001047788,2019-03-24T05:00:00Z,CALLE 20 CON CARRERA 2,"4.328491, -74.363023","4°19'42.6""N 74°21'46.9""W",FUSACATAN,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T09:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001047789,2019-03-27T05:00:00Z,CARRERA 5 CALLE 1 05,"4.347176, -74.360894","4°20'49.8""N 74°21'39.2""W",FLORIDA,NORTE,N/A,MASCULINO,1899-12-31T16:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,BUS,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001047791,2019-03-31T05:00:00Z,CALLE 11 8A 05,"4.339468, -74.363303","4°20'22.1""N 74°21'47.9""W",POTOSI,CENTRO,N/A,MASCULINO,1899-12-31T13:50:00Z,HERIDOS,ATROPELLO,OTROS,AUTOMÓVIL,PUBLICO,409.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,marzo
A001047792,2019-04-05T05:00:00Z,AV. PANAMAERICANA 66A 61,"4.326667, -74.402573","4°19'36.0""N 74°24'09.3""W",LA PAMPA,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T03:16:16Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,,ILESO,SI,POSITIVA,AUTOMÓVIL,PARTICULAR,0,HERIDO,NO,Sin Informacion,Sin Informacion,abril
A001047793,2019-04-05T05:00:00Z,CALLE 3 CARRERA 8,"4.346234, -74.363266","4°20'46.4""N 74°21'47.8""W",FLORIDA,NORTE,N/A,MASCULINO,1899-12-31T23:02:00Z,HERIDOS,CHOQUE,VEHÍCULO,CAMIONETA,PUBLICO,141.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,112.0,HERIDO,SI,NEGATIVA,Sin Informacion,abril
A001047794,2019-04-05T05:00:00Z,CARRERA 5 927,"4.341811, -74.360871","4°20'30.5""N 74°21'39.1""W",ANTONIO NARIÑO,ORIENTAL,N/A,MASCULINO,1899-12-31T17:28:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,134.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PUBLICO,134.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047795,2019-04-06T05:00:00Z,CALLE 22 37 06,"4.329970, -74.379602","4°19'47.9""N 74°22'46.6""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T04:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PUBLICO,122.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,122.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047796,2019-04-09T05:00:00Z,CALLE 22 CRA 11 FRENTE ÉXITO,"4.333090, -74.369823","4°19'59.1""N 74°22'11.4""W",BALMORAL,SUR ORIENTAL,N/A,FEMENINO,1899-12-31T19:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,122.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,122.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047798,2019-04-14T05:00:00Z,KMM 66 VIA GIRADOT,0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T12:00:00Z,HERIDOS,CHOQUE,VEHÍCULO,CAMIÓN,PUBLICO,122.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,122.0,HERIDO,122.0,Sin Informacion,Sin Informacion,abril
A001047779,2019-04-15T05:00:00Z,AV. PANAMERICANA CALLE8,"4.343506, -74.376042","4°20'36.6""N 74°22'33.8""W",SAN JORGE,OCCIDENTAL,N/A,MASCULINO,1899-12-31T14:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PUBLICO,121.0,ILESO,NO,Sin Informacion,CAMIONETA,PUBLICO,121.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047800,2019-04-16T05:00:00Z,CALLE 22 36 91,"4.330271, -74.379055","4°19'49.0""N 74°22'44.6""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T00:46:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,143.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,143.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047801,2019-04-18T05:00:00Z,CARRERA 7 CON DIAGONAL 16,"4.336596, -74.362635","4°20'11.8""N 74°21'45.5""W",COBURGO,ORIENTAL,N/A,FEMENINO,1899-12-31T22:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,112.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,112.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001097802,2019-04-18T05:00:00Z,AV PANAMERICANA KM69+700,0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,FEMENINO,1899-12-31T23:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047803,2019-04-19T05:00:00Z,CARRERA 27 2B 18,"4.346272, -74.377462","4°20'46.6""N 74°22'38.9""W",TERMINAL,OCCIDENTAL,N/A,MASCULINO,1899-12-31T14:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,122.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047805,2019-04-21T05:00:00Z,CALLE 19 CON CARRERA 1B ESTE,"4.328899, -74.360048","4°19'44.0""N 74°21'36.2""W",PABLO BELLO,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T11:47:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PUBLICO,157.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047808,2019-04-21T05:00:00Z,VIA FUSAGASUGA ARBELAEZ,0,0,Sin Informacion,SUR OCCIDENTAL,N/A,FEMENINO,1899-12-31T17:18:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,abril
A001047806,2019-05-01T05:00:00Z,CALLE 22 3 49,"4.327084, -74.364679","4°19'37.5""N 74°21'52.8""W",FUSACATAN,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T19:10:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,139.0,HERIDO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,122.0,ILESO,SI,NEGATIVA,MOTOCICLETA,mayo
A001047807,2019-05-01T05:00:00Z,AV MANUEL HUMBERTO CON CALLE 22 FRENTE UNIVERSIDAD,"4.334124, -74.369058","4°20'02.9""N 74°22'08.6""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1900-01-01T00:41:16Z,HERIDOS,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,115.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,POSITIVA,Sin Informacion,mayo
A001047808,2019-05-02T05:00:00Z,CALLE 8 6 29,"4.342568, -74.361868","4°20'33.2""N 74°21'42.7""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T14:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,157.0,ELISO,NO,Sin Informacion,Sin Informacion,mayo
A0010470809,2019-05-03T05:00:00Z,CALLE 5 CARRERA 3,"4.345069, -74.359385","4°20'42.3""N 74°21'33.8""W",EMILIO SIERRA,CENTRO,N/A,FEMENINO,1900-01-01T02:06:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,157.0,ELISO,NO,Sin Informacion,Sin Informacion,mayo
A004011810,2019-05-04T05:00:00Z,CALLE 22 37 65,"4.330039, -74.380432","4°19'48.1""N 74°22'49.6""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T18:30:00Z,HERIDOS,ATROPELLO,OTROS,AUTOMÓVIL,PARTICULAR,411.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,mayo
A001047814,2019-05-05T05:00:00Z,AV LAS PALMAS 4 38,"4.342698, -74.360112","4°20'33.7""N 74°21'36.4""W",EMILIO SIERRA,CENTRO,N/A,MASCULINO,1899-12-31T14:30:00Z,HERIDOS,ATROPELLO,OTROS,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,mayo
A001017813,2019-05-08T05:00:00Z,CALLE 7A 11 10,"4.342717, -74.365408","4°20'33.8""N 74°21'55.5""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T08:10:00Z,HERIDOS,ATROPELLO,OTROS,CAMIONETA,PARTICULAR,409.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,mayo
A001047812,2019-05-09T05:00:00Z,KM 65 + 730 MAIZ AMARILLO,"4.326701, -74.400510","4°19'36.1""N 74°24'01.8""W",MAIZ AMARILLO,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T02:04:16Z,HERIDOS,ATROPELLO,OTROS,MOTOCICLETA,PARTICULAR,409.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,mayo
A001047814,2019-05-12T05:00:00Z,CARRERA 4 CALLE 4,"4.345674, -74.360128","4°20'44.4""N 74°21'36.5""W",EMILIO SIERRA,CENTRO,N/A,MASCULINO,1899-12-31T18:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,132.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PUBLICO,132.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047815,2019-05-12T05:00:00Z,VIA PANAMERICANA CALLE 22 48 03,"4.327713, -74.391724","4°19'39.8""N 74°23'30.2""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T22:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047816,2019-05-14T05:00:00Z,AV CALLE 24 B CON TRANSV. 12 EL INDIO,"4.330337, -74.378998","4°19'49.2""N 74°22'44.4""W",SECTOR EL INDIO,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T23:35:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIÓN,PUBLICO,123.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047817,2019-05-14T05:00:00Z,CALLE 8 CON CARRERA 3,"4.343063, -74.359352","4°20'35.0""N 74°21'33.7""W",EMILIO SIERRA,CENTRO,N/A,FEMENINO,1899-12-31T23:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,123.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,123.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047818,2019-05-15T05:00:00Z,CALLE 24B 85 10,"4.324743, -74.415969","4°19'29.1""N 74°24'57.5""W",MIRADOR DE SAN LUIS,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T00:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PUBLICO,134.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,134.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047819,2019-05-22T05:00:00Z,CALLE 19 01 05 PABLO BELLO,"4.328904, -74.360050","4°19'44.1""N 74°21'36.2""W",PABLO BELLO,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T22:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,141.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047820,2019-05-22T05:00:00Z,CARRERA 2 CALLE 27 SAN FERNANDO,"4.323110, -74.363152","4°19'23.2""N 74°21'47.4""W",SAN FERNANDO,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T10:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,112.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,112.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047821,2019-05-24T05:00:00Z,AV PANAMERICANA KM 65+100 LA PAMPA,0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:25:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,MOTOCICLETA,mayo
A001047822,2019-05-25T05:00:00Z,VI PANAMERICANA KM 68 + 50,"4.330337, -74.378998","4°19'49.2""N 74°22'44.4""W",SECTOR EL INDIO,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T02:41:16Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,146.0,HERIDO,SI,NEGATIVA,Sin Informacion,mayo
A001047823,2019-05-27T05:00:00Z,CARRERA 3 17 75,"4.332795, -74.362615","4°19'58.1""N 74°21'45.4""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1900-01-01T00:01:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,143.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,143.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047824,2019-05-28T05:00:00Z,KM 1 +400 VIA ARBELAEZ SECTOR EL INDIO,"4.330337, -74.378998","4°19'49.2""N 74°22'44.4""W",SECTOR EL INDIO,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T13:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047825,2019-05-28T05:00:00Z,CARRERA 8 CON CALLE 11 EL TEJAR,"4.339901, -74.362757","4°20'23.6""N 74°21'45.9""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T23:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,mayo
A001047826,2019-05-28T05:00:00Z,CARREA 1 CON CALLE 2 NORTE,"4.347553, -74.357741","4°20'51.2""N 74°21'27.9""W",FLORIDA,NORTE,N/A,MASCULINO,1899-12-31T21:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,123.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,123.0,ILESO,NO,Sin Informacion,Sin Informacion,mayo
A001047828,2019-05-29T05:00:00Z,AV MANUEL HUMBERTO CALLE 16A,"4.337286, -74.365302","4°20'14.2""N 74°21'55.1""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T22:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,146.0,ILESO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,146.0,ILESO,SI,NEGATIVA,MOTOCICLETA,mayo
A001047829,2019-05-30T05:00:00Z,ANTIGUA PANAMERICANA KM 64+34 LA PAMPA,0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T11:10:00Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,115.0,ILESO,SI,POSITIVA,MOTOCICLETA,PARTICULAR,115.0,HERIDO,NO,Sin Informacion,Sin Informacion,mayo
A001047831,2019-06-01T05:00:00Z,VIA PANAMERICANA KM 69+500MTS,0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,FEMENINO,1899-12-31T17:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,CAMIONETA,PUBLICO,121.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047833,2019-06-02T05:00:00Z,CARRERA 6 11 44 LAVADERO,"4.339833, -74.361432","4°20'23.4""N 74°21'41.2""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T17:10:00Z,SOLO DAÑOS,CHOQUE,OBJETO,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,junio
A001047834,2019-06-02T05:00:00Z,AVENIDA LAS PALMAS CLL 8 CON CRA 8,"4.342246, -74.363217","4°20'32.1""N 74°21'47.6""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T16:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PUBLICO,157.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047834,2019-06-03T05:00:00Z,CARRERA 8 CON CALLE 7,"4.3433712758616885, -74.36320304889968",0,CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T11:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,114.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,114.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047835,2019-06-07T05:00:00Z,SECTOR CUCHARAL,"4.351618, -74.380110","4°21'05.8""N 74°22'48.4""W",CUCHARAL,OCCIDENTAL,N/A,MASCULINO,1899-12-31T13:50:00Z,HERIDOS,VOLCAMIENTO,VALLA,MOTOCICLETA,PARTICULAR,139.0,HERIDO,NO,Sin Informacion,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,junio
A001047836,2019-06-07T05:00:00Z,CARRERA 8 10A 17,"4.341137, -74.363186","4°20'28.1""N 74°21'47.5""W",POTOSI,CENTRO,N/A,MASCULINO,1899-12-31T18:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,CAMIONETA,PUBLICO,121.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047837,2019-06-08T05:00:00Z,CALLE 25 37 50,"4.325603, -74.384685","4°19'32.2""N 74°23'04.9""W",COOVIPROF,SUR OCCIDENTAL,N/A,FEMENINO,1899-12-31T16:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047859,2019-06-09T05:00:00Z,CALLE 11 8A 39,"4.339134, -74.363722","4°20'20.9""N 74°21'49.4""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T09:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PUBLICO,121.0,ILESO,NO,Sin Informacion,MICROBUS,PUBLICO,121.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047838,2019-06-10T05:00:00Z,CARRERA 28 3B NORTE,0,0,GAITAN,NORTE,N/A,FEMENINO,1899-12-31T13:05:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047843,2019-06-10T05:00:00Z,VI PUBLICA KM 68+050 EL INDIO,"4.330337, -74.378998","4°19'49.2""N 74°22'44.4""W",SECTOR EL INDIO,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T22:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,122.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047839,2019-06-11T05:00:00Z,VIA ARBELAEZ KM 6+500,"4.320313, -74.388609","4°19'13.1""N 74°23'19.0""W",SECTOR RIO CUJA,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T15:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,157.0,ILESO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,157.0,ILESO,SI,NEGATIVA,Sin Informacion,junio
A001047840,2019-06-13T05:00:00Z,AVENIDA MANUEL HUMBERTO CALLE 16 BIS,"4.336783, -74.365521","4°20'12.4""N 74°21'55.9""W",BAMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T19:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,123.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047841,2019-06-14T05:00:00Z,CALLE 22 20 39,"4.335253, -74.373684","4°20'06.9""N 74°22'25.3""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T22:20:00Z,HERIDOS,ATROPELLO,OTROS,AUTOMÓVIL,PARTICULAR,405.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,junio
A001047842,2019-06-14T05:00:00Z,CARRERA 6 CON CALLE 1 FLORIDA,"4.347632, -74.361582","4°20'51.5""N 74°21'41.7""W",FLORIDA,NORTE,N/A,MASCULINO,1899-12-31T15:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,CAMIÓN,PARTICULAR,123.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047844,2019-06-15T05:00:00Z,TRANSVERSAL 12 AV PANAMERICANA,"4.331498, -74.377759","4°19'53.4""N 74°22'39.9""W",SECTOR EL INDIO,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T17:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,103.0,ILESO,SI,NEGATIVA,MICROBUS,PUBLICO,103.0,ILESO,NO,Sin Informacion,Sin Informacion,junio
A001047845,2019-06-15T05:00:00Z,CALLE 5 9 63,"4.344763, -74.363989","4°20'41.2""N 74°21'50.4""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T19:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,,ILESO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,Sin Informacion,junio
